Name,Value,URL,Target Value,Total Value,Elapsed Time (s),Target Value Log,Total Value Log,Elapsed Time Log,Results Log
TEST_67738  ,59.9588516,67738_v59.9588516,205,204.7985251,0.49203991889953613,目標值: 205,結果加總: 204.7985251,所用時間: 0.49 秒,"[('TEST_67738  ', 59.9588516, '67738_v59.9588516'), ('TEST_458234 ', 44.9459119, '458234_v44.9459119'), ('TEST_354677 ', 61.9830253, '354677_v61.9830253'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363')]"
TEST_252794,1816.9055874,252794_v1816.9055874,1859,1858.8268592,1.3596115112304688,目標值: 1859,結果加總: 1858.8268592,所用時間: 1.36 秒,"[('TEST_252794', 1816.9055874, '252794_v1816.9055874'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_1360,1008.9624844,1360_v1008.9624844,1567,1566.7964535,0.441314697265625,目標值: 1567,結果加總: 1566.7964535,所用時間: 0.44 秒,"[('TEST_1360', 1008.9624844, '1360_v1008.9624844'), ('TEST_9274', 388.9478098, '9274_v388.9478098'), ('TEST_67738  ', 59.9588516, '67738_v59.9588516'), ('TEST_474499 ', 108.9273077, '474499_v108.9273077')]"
TEST_152012,251.9769963,152012_v251.9769963,528,527.9615964,0.9367983341217041,目標值: 528,結果加總: 527.9615964,所用時間: 0.94 秒,"[('TEST_152012', 251.9769963, '152012_v251.9769963'), ('TEST_174507 ', 134.9974336, '174507_v134.9974336'), ('TEST_327544 ', 66.9898814, '327544_v66.9898814'), ('TEST_22568  ', 73.9972851, '22568_v73.9972851')]"
TEST_130635 ,195.9458337,130635_v195.9458337,1594,1593.7417738000001,1.8231079578399658,目標值: 1594,結果加總: 1593.7417738000001,所用時間: 1.82 秒,"[('TEST_130635 ', 195.9458337, '130635_v195.9458337'), ('TEST_432910', 848.9193946, '432910_v848.9193946'), ('TEST_429165', 415.9294651, '429165_v415.9294651'), ('TEST_434590 ', 132.9470804, '434590_v132.9470804')]"
TEST_170070,341.9587932,170070_v341.9587932,874,873.7815624,0.8470561504364014,目標值: 874,結果加總: 873.7815624,所用時間: 0.85 秒,"[('TEST_170070', 341.9587932, '170070_v341.9587932'), ('TEST_5642   ', 145.9801513, '5642_v145.9801513'), ('TEST_357329 ', 90.9215346, '357329_v90.9215346'), ('TEST_283471', 294.9210833, '283471_v294.9210833')]"
TEST_484687,857.9081533,484687_v857.9081533,1267,1266.8399425,1.251840591430664,目標值: 1267,結果加總: 1266.8399425,所用時間: 1.25 秒,"[('TEST_484687', 857.9081533, '484687_v857.9081533'), ('TEST_265725', 238.9830865, '265725_v238.9830865'), ('TEST_211078 ', 98.9793223, '211078_v98.9793223'), ('TEST_402037 ', 70.9693804, '402037_v70.9693804')]"
TEST_149131,1040.9543394,149131_v1040.9543394,1208,1207.8847163,0.5524234771728516,目標值: 1208,結果加總: 1207.8847163,所用時間: 0.55 秒,"[('TEST_149131', 1040.9543394, '149131_v1040.9543394'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507'), ('TEST_22568  ', 73.9972851, '22568_v73.9972851'), ('TEST_12586  ', 71.9484411, '12586_v71.9484411')]"
TEST_213766,1509.9778137,213766_v1509.9778137,1678,1677.866579,0.4410831928253174,目標值: 1678,結果加總: 1677.866579,所用時間: 0.44 秒,"[('TEST_213766', 1509.9778137, '213766_v1509.9778137'), ('TEST_12586  ', 71.9484411, '12586_v71.9484411'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_122493 ', 84.9882406, '122493_v84.9882406')]"
TEST_314267 ,72.9370875,314267_v72.9370875,146,145.8449198,0.3291201591491699,目標值: 146,結果加總: 145.8449198,所用時間: 0.33 秒,"[('TEST_314267 ', 72.9370875, '314267_v72.9370875'), ('TEST_209433 ', 42.9844842, '209433_v42.9844842'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_113838,428.9592489,113838_v428.9592489,656,655.8726669,2.084355592727661,目標值: 656,結果加總: 655.8726669,所用時間: 2.08 秒,"[('TEST_113838', 428.9592489, '113838_v428.9592489'), ('TEST_409589 ', 163.9786417, '409589_v163.9786417'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572')]"
TEST_314503,556.9545828,314503_v556.9545828,1392,1391.8109816,1.54831862449646,目標值: 1392,結果加總: 1391.8109816,所用時間: 1.55 秒,"[('TEST_314503', 556.9545828, '314503_v556.9545828'), ('TEST_458234 ', 44.9459119, '458234_v44.9459119'), ('TEST_241928', 226.9183219, '241928_v226.9183219'), ('TEST_83502', 562.992165, '83502_v562.992165')]"
TEST_340436,832.9610418,340436_v832.9610418,956,955.8193107,4.447082996368408,目標值: 956,結果加總: 955.8193107,所用時間: 4.45 秒,"[('TEST_340436', 832.9610418, '340436_v832.9610418'), ('TEST_357329 ', 90.9215346, '357329_v90.9215346'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_404784,1324.9063979,404784_v1324.9063979,1683,1682.856999,0.2360544204711914,目標值: 1683,結果加總: 1682.856999,所用時間: 0.24 秒,"[('TEST_404784', 1324.9063979, '404784_v1324.9063979'), ('TEST_28999', 268.9677637, '28999_v268.9677637'), ('TEST_209433 ', 42.9844842, '209433_v42.9844842'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532')]"
TEST_184272 ,177.9553731,184272_v177.9553731,769,768.7970686,0.05535006523132324,目標值: 769,結果加總: 768.7970686,所用時間: 0.06 秒,"[('TEST_184272 ', 177.9553731, '184272_v177.9553731'), ('TEST_389580', 291.9199982, '389580_v291.9199982'), ('TEST_97506  ', 180.9710942, '97506_v180.9710942'), ('TEST_329437 ', 117.9506031, '329437_v117.9506031')]"
TEST_35994,695.9280662,35994_v695.9280662,1745,1744.8246722,0.1156911849975586,目標值: 1745,結果加總: 1744.8246722,所用時間: 0.12 秒,"[('TEST_35994', 695.9280662, '35994_v695.9280662'), ('TEST_473279', 532.9752684, '473279_v532.9752684'), ('TEST_300487', 319.9755039, '300487_v319.9755039'), ('TEST_130635 ', 195.9458337, '130635_v195.9458337')]"
TEST_71714,1305.9866044,71714_v1305.9866044,1646,1645.8066837000001,0.41753315925598145,目標值: 1646,結果加總: 1645.8066837000001,所用時間: 0.42 秒,"[('TEST_71714', 1305.9866044, '71714_v1305.9866044'), ('TEST_223176', 222.9046817, '223176_v222.9046817'), ('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_299462 ', 97.9898483, '299462_v97.9898483')]"
TEST_455174,215.9221218,455174_v215.9221218,1525,1524.8872673,0.18251252174377441,目標值: 1525,結果加總: 1524.8872673,所用時間: 0.18 秒,"[('TEST_455174', 215.9221218, '455174_v215.9221218'), ('TEST_68938', 965.99057, '68938_v965.99057'), ('TEST_237380', 314.9795484, '237380_v314.9795484'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271')]"
TEST_67738  ,59.9588516,67738_v59.9588516,657,656.8425993,3.6522672176361084,目標值: 657,結果加總: 656.8425993,所用時間: 3.65 秒,"[('TEST_67738  ', 59.9588516, '67738_v59.9588516'), ('TEST_195226', 244.9140934, '195226_v244.9140934'), ('TEST_463565 ', 16.9729581, '463565_v16.9729581'), ('TEST_75137', 334.9966962, '75137_v334.9966962')]"
TEST_22568  ,73.9972851,22568_v73.9972851,148,147.9437688,0.506922721862793,目標值: 148,結果加總: 147.9437688,所用時間: 0.51 秒,"[('TEST_22568  ', 73.9972851, '22568_v73.9972851'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191')]"
TEST_195226,244.9140934,195226_v244.9140934,428,427.7548272,1.0803651809692383,目標值: 428,結果加總: 427.7548272,所用時間: 1.08 秒,"[('TEST_195226', 244.9140934, '195226_v244.9140934'), ('TEST_249994 ', 80.9029181, '249994_v80.9029181'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106'), ('TEST_409842 ', 81.9990051, '409842_v81.9990051')]"
TEST_498626 ,115.9693248,498626_v115.9693248,575,574.9144043,0.4399402141571045,目標值: 575,結果加總: 574.9144043,所用時間: 0.44 秒,"[('TEST_498626 ', 115.9693248, '498626_v115.9693248'), ('TEST_299462 ', 97.9898483, '299462_v97.9898483'), ('TEST_409589 ', 163.9786417, '409589_v163.9786417'), ('TEST_195040 ', 196.9765895, '195040_v196.9765895')]"
TEST_22568  ,73.9972851,22568_v73.9972851,187,186.9359669,0.4956071376800537,目標值: 187,結果加總: 186.9359669,所用時間: 0.50 秒,"[('TEST_22568  ', 73.9972851, '22568_v73.9972851'), ('TEST_402037 ', 70.9693804, '402037_v70.9693804'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_401090,410.9696718,401090_v410.9696718,496,495.8257837,0.9871010780334473,目標值: 496,結果加總: 495.8257837,所用時間: 0.99 秒,"[('TEST_401090', 410.9696718, '401090_v410.9696718'), ('TEST_458234 ', 44.9459119, '458234_v44.9459119'), ('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_480519,628.9789637,480519_v628.9789637,803,802.8013196,2.430100679397583,目標值: 803,結果加總: 802.8013196,所用時間: 2.43 秒,"[('TEST_480519', 628.9789637, '480519_v628.9789637'), ('TEST_357329 ', 90.9215346, '357329_v90.9215346'), ('TEST_336193 ', 54.9057942, '336193_v54.9057942'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271')]"
TEST_419556,1000.9932802,419556_v1000.9932802,1639,1638.8358045,0.4434354305267334,目標值: 1639,結果加總: 1638.8358045,所用時間: 0.44 秒,"[('TEST_419556', 1000.9932802, '419556_v1000.9932802'), ('TEST_132604', 340.9467743, '132604_v340.9467743'), ('TEST_5642   ', 145.9801513, '5642_v145.9801513'), ('TEST_211927 ', 150.9155987, '211927_v150.9155987')]"
TEST_325622,360.9977074,325622_v360.9977074,1725,1724.9427158,0.441178560256958,目標值: 1725,結果加總: 1724.9427158,所用時間: 0.44 秒,"[('TEST_325622', 360.9977074, '325622_v360.9977074'), ('TEST_372380', 1332.9758202, '372380_v1332.9758202'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_376562,870.9882598,376562_v870.9882598,1337,1336.9040385,0.44406795501708984,目標值: 1337,結果加總: 1336.9040385,所用時間: 0.44 秒,"[('TEST_376562', 870.9882598, '376562_v870.9882598'), ('TEST_77163', 232.9624989, '77163_v232.9624989'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507'), ('TEST_149432', 211.9686291, '149432_v211.9686291')]"
TEST_468867 ,185.9012199,468867_v185.9012199,543,542.7769669,2.1385672092437744,目標值: 543,結果加總: 542.7769669,所用時間: 2.14 秒,"[('TEST_468867 ', 185.9012199, '468867_v185.9012199'), ('TEST_475980', 325.9848528, '475980_v325.9848528'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_434133,1441.9936861,434133_v1441.9936861,1914,1913.889006,0.27725863456726074,目標值: 1914,結果加總: 1913.889006,所用時間: 0.28 秒,"[('TEST_434133', 1441.9936861, '434133_v1441.9936861'), ('TEST_299462 ', 97.9898483, '299462_v97.9898483'), ('TEST_228731', 302.9360912, '228731_v302.9360912'), ('TEST_402037 ', 70.9693804, '402037_v70.9693804')]"
TEST_444843,1287.9101684,444843_v1287.9101684,1937,1936.8456357999999,0.3336195945739746,目標值: 1937,結果加總: 1936.8456357999999,所用時間: 0.33 秒,"[('TEST_444843', 1287.9101684, '444843_v1287.9101684'), ('TEST_438164', 575.969257, '438164_v575.969257'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532')]"
TEST_100143 ,121.9146713,100143_v121.9146713,466,465.7418648,0.6025078296661377,目標值: 466,結果加總: 465.7418648,所用時間: 0.60 秒,"[('TEST_100143 ', 121.9146713, '100143_v121.9146713'), ('TEST_336193 ', 54.9057942, '336193_v54.9057942'), ('TEST_40743  ', 153.9239657, '40743_v153.9239657'), ('TEST_174507 ', 134.9974336, '174507_v134.9974336')]"
TEST_389109,1621.9766256,389109_v1621.9766256,1663,1662.9303513,0.9677538871765137,目標值: 1663,結果加總: 1662.9303513,所用時間: 0.97 秒,"[('TEST_389109', 1621.9766256, '389109_v1621.9766256'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_383576,791.9925534,383576_v791.9925534,839,838.8888596,0.10892772674560547,目標值: 839,結果加總: 838.8888596,所用時間: 0.11 秒,"[('TEST_383576', 791.9925534, '383576_v791.9925534'), ('TEST_463565 ', 16.9729581, '463565_v16.9729581'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_238513,254.9547528,238513_v254.9547528,727,726.9128418,5.303505182266235,目標值: 727,結果加總: 726.9128418,所用時間: 5.30 秒,"[('TEST_238513', 254.9547528, '238513_v254.9547528'), ('TEST_237380', 314.9795484, '237380_v314.9795484'), ('TEST_231073 ', 77.9858418, '231073_v77.9858418'), ('TEST_175275 ', 78.9926988, '175275_v78.9926988')]"
TEST_126051,1303.9622351,126051_v1303.9622351,1863,1862.8310223,0.2830922603607178,目標值: 1863,結果加總: 1862.8310223,所用時間: 0.28 秒,"[('TEST_126051', 1303.9622351, '126051_v1303.9622351'), ('TEST_195405', 279.9567161, '195405_v279.9567161'), ('TEST_209433 ', 42.9844842, '209433_v42.9844842'), ('TEST_193602', 235.9275869, '193602_v235.9275869')]"
TEST_1360,1008.9624844,1360_v1008.9624844,1285,1284.874661,2.8463735580444336,目標值: 1285,結果加總: 1284.874661,所用時間: 2.85 秒,"[('TEST_1360', 1008.9624844, '1360_v1008.9624844'), ('TEST_493156 ', 82.9619079, '493156_v82.9619079'), ('TEST_299787 ', 146.9519155, '299787_v146.9519155'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532')]"
TEST_129102 ,18.9255493,129102_v18.9255493,1850,1849.8331939,4.061429500579834,目標值: 1850,結果加總: 1849.8331939,所用時間: 4.06 秒,"[('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_305134', 1725.9551178, '305134_v1725.9551178'), ('TEST_336136 ', 68.9856077, '336136_v68.9856077'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191')]"
TEST_182523,795.9841669,182523_v795.9841669,1300,1299.8280684,0.9403314590454102,目標值: 1300,結果加總: 1299.8280684,所用時間: 0.94 秒,"[('TEST_182523', 795.9841669, '182523_v795.9841669'), ('TEST_269687', 375.9360817, '269687_v375.9360817'), ('TEST_493156 ', 82.9619079, '493156_v82.9619079'), ('TEST_458234 ', 44.9459119, '458234_v44.9459119')]"
TEST_63236,524.9946719,63236_v524.9946719,1620,1619.9699186,3.1236374378204346,目標值: 1620,結果加總: 1619.9699186,所用時間: 3.12 秒,"[('TEST_63236', 524.9946719, '63236_v524.9946719'), ('TEST_174507 ', 134.9974336, '174507_v134.9974336'), ('TEST_9883', 860.9984908, '9883_v860.9984908'), ('TEST_211078 ', 98.9793223, '211078_v98.9793223')]"
TEST_154476,231.9538828,154476_v231.9538828,1487,1486.9292427,1.3149147033691406,目標值: 1487,結果加總: 1486.9292427,所用時間: 1.31 秒,"[('TEST_154476', 231.9538828, '154476_v231.9538828'), ('TEST_115098', 1075.9809187, '115098_v1075.9809187'), ('TEST_147931 ', 43.9970076, '147931_v43.9970076'), ('TEST_174507 ', 134.9974336, '174507_v134.9974336')]"
TEST_127471,372.9676206,127471_v372.9676206,507,506.82069129999996,3.9755430221557617,目標值: 507,結果加總: 506.82069129999996,所用時間: 3.98 秒,"[('TEST_127471', 372.9676206, '127471_v372.9676206'), ('TEST_175275 ', 78.9926988, '175275_v78.9926988'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106'), ('TEST_42979  ', 34.9215613, '42979_v34.9215613')]"
TEST_323176,1331.900831,323176_v1331.900831,1655,1654.8208281,0.9581048488616943,目標值: 1655,結果加總: 1654.8208281,所用時間: 0.96 秒,"[('TEST_323176', 1331.900831, '323176_v1331.900831'), ('TEST_329437 ', 117.9506031, '329437_v117.9506031'), ('TEST_336136 ', 68.9856077, '336136_v68.9856077'), ('TEST_131577 ', 135.9837863, '131577_v135.9837863')]"
TEST_386187 ,13.9923255,386187_v13.9923255,430,429.88424219999996,0.22519874572753906,目標值: 430,結果加總: 429.88424219999996,所用時間: 0.23 秒,"[('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_75137', 334.9966962, '75137_v334.9966962'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363'), ('TEST_209433 ', 42.9844842, '209433_v42.9844842')]"
TEST_143272,248.9430615,143272_v248.9430615,1369,1368.8856039,0.28438568115234375,目標值: 1369,結果加總: 1368.8856039,所用時間: 0.28 秒,"[('TEST_143272', 248.9430615, '143272_v248.9430615'), ('TEST_187807', 339.996313, '187807_v339.996313'), ('TEST_149432', 211.9686291, '149432_v211.9686291'), ('TEST_200159', 567.9776003, '200159_v567.9776003')]"
TEST_116267 ,93.9622995,116267_v93.9622995,247,246.7732526,0.28293609619140625,目標值: 247,結果加總: 246.7732526,所用時間: 0.28 秒,"[('TEST_116267 ', 93.9622995, '116267_v93.9622995'), ('TEST_42979  ', 34.9215613, '42979_v34.9215613'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_357329 ', 90.9215346, '357329_v90.9215346')]"
TEST_498626 ,115.9693248,498626_v115.9693248,215,214.8917877,0.4526982307434082,目標值: 215,結果加總: 214.8917877,所用時間: 0.45 秒,"[('TEST_498626 ', 115.9693248, '498626_v115.9693248'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_231073 ', 77.9858418, '231073_v77.9858418')]"
TEST_488501,494.9234737,488501_v494.9234737,560,559.8302695,0.9758315086364746,目標值: 560,結果加總: 559.8302695,所用時間: 0.98 秒,"[('TEST_488501', 494.9234737, '488501_v494.9234737'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271'), ('TEST_463565 ', 16.9729581, '463565_v16.9729581'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_488501,494.9234737,488501_v494.9234737,554,553.7266442,3.4968819618225098,目標值: 554,結果加總: 553.7266442,所用時間: 3.50 秒,"[('TEST_488501', 494.9234737, '488501_v494.9234737'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106'), ('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_409842 ,81.9990051,409842_v81.9990051,1319,1318.8013852,0.8614833354949951,目標值: 1319,結果加總: 1318.8013852,所用時間: 0.86 秒,"[('TEST_409842 ', 81.9990051, '409842_v81.9990051'), ('TEST_147040', 926.9691699, '147040_v926.9691699'), ('TEST_39974', 228.9302921, '39974_v228.9302921'), ('TEST_249994 ', 80.9029181, '249994_v80.9029181')]"
TEST_97429  ,176.9491436,97429_v176.9491436,1044,1043.8535702,3.9866535663604736,目標值: 1044,結果加總: 1043.8535702,所用時間: 3.99 秒,"[('TEST_97429  ', 176.9491436, '97429_v176.9491436'), ('TEST_448854', 745.948718, '448854_v745.948718'), ('TEST_57601  ', 38.9567035, '57601_v38.9567035'), ('TEST_409842 ', 81.9990051, '409842_v81.9990051')]"
TEST_184853 ,179.9158703,184853_v179.9158703,891,890.7273777,0.38579845428466797,目標值: 891,結果加總: 890.7273777,所用時間: 0.39 秒,"[('TEST_184853 ', 179.9158703, '184853_v179.9158703'), ('TEST_223176', 222.9046817, '223176_v222.9046817'), ('TEST_179958', 425.9238004, '179958_v425.9238004'), ('TEST_354677 ', 61.9830253, '354677_v61.9830253')]"
TEST_411121,702.9362476,411121_v702.9362476,898,897.7727465,0.3857307434082031,目標值: 898,結果加總: 897.7727465,所用時間: 0.39 秒,"[('TEST_411121', 702.9362476, '411121_v702.9362476'), ('TEST_42979  ', 34.9215613, '42979_v34.9215613'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_434590 ', 132.9470804, '434590_v132.9470804')]"
TEST_357329 ,90.9215346,357329_v90.9215346,133,132.7645124,4.257673740386963,目標值: 133,結果加總: 132.7645124,所用時間: 4.26 秒,"[('TEST_357329 ', 90.9215346, '357329_v90.9215346'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_463565 ,16.9729581,463565_v16.9729581,464,463.9485795,0.053244829177856445,目標值: 464,結果加總: 463.9485795,所用時間: 0.05 秒,"[('TEST_463565 ', 16.9729581, '463565_v16.9729581'), ('TEST_37126  ', 155.9890939, '37126_v155.9890939'), ('TEST_174507 ', 134.9974336, '174507_v134.9974336'), ('TEST_37126  ', 155.9890939, '37126_v155.9890939')]"
TEST_9627   ,45.9983532,9627_v45.9983532,1702,1701.8345771,0.33174681663513184,目標值: 1702,結果加總: 1701.8345771,所用時間: 0.33 秒,"[('TEST_9627   ', 45.9983532, '9627_v45.9983532'), ('TEST_245438', 647.9928887, '245438_v647.9928887'), ('TEST_154794', 704.907244, '154794_v704.907244'), ('TEST_228731', 302.9360912, '228731_v302.9360912')]"
TEST_141552,794.9975635,141552_v794.9975635,913,912.838134,3.013267993927002,目標值: 913,結果加總: 912.838134,所用時間: 3.01 秒,"[('TEST_141552', 794.9975635, '141552_v794.9975635'), ('TEST_336193 ', 54.9057942, '336193_v54.9057942'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191')]"
TEST_224060,749.9555246,224060_v749.9555246,1674,1673.8073052,0.11207294464111328,目標值: 1674,結果加總: 1673.8073052,所用時間: 0.11 秒,"[('TEST_224060', 749.9555246, '224060_v749.9555246'), ('TEST_498626 ', 115.9693248, '498626_v115.9693248'), ('TEST_480677', 284.9172301, '480677_v284.9172301'), ('TEST_445294', 522.9652257, '445294_v522.9652257')]"
TEST_223176,222.9046817,223176_v222.9046817,893,892.7372589,1.0421521663665771,目標值: 893,結果加總: 892.7372589,所用時間: 1.04 秒,"[('TEST_223176', 222.9046817, '223176_v222.9046817'), ('TEST_381401 ', 110.9276124, '381401_v110.9276124'), ('TEST_57601  ', 38.9567035, '57601_v38.9567035'), ('TEST_289289', 519.9482613, '289289_v519.9482613')]"
TEST_231073 ,77.9858418,231073_v77.9858418,477,476.86285910000004,5.2571234703063965,目標值: 477,結果加總: 476.86285910000004,所用時間: 5.26 秒,"[('TEST_231073 ', 77.9858418, '231073_v77.9858418'), ('TEST_72192  ', 160.928592, '72192_v160.928592'), ('TEST_147931 ', 43.9970076, '147931_v43.9970076'), ('TEST_109770 ', 193.9514177, '109770_v193.9514177')]"
TEST_102845,966.9945831,102845_v966.9945831,1338,1337.8947962,1.045461893081665,目標值: 1338,結果加總: 1337.8947962,所用時間: 1.05 秒,"[('TEST_102845', 966.9945831, '102845_v966.9945831'), ('TEST_149432', 211.9686291, '149432_v211.9686291'), ('TEST_180193 ', 137.9469333, '180193_v137.9469333'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_355982,1087.976411,355982_v1087.976411,1636,1635.8587697,1.9833650588989258,目標值: 1636,結果加總: 1635.8587697,所用時間: 1.98 秒,"[('TEST_355982', 1087.976411, '355982_v1087.976411'), ('TEST_245445', 370.9941613, '245445_v370.9941613'), ('TEST_12586  ', 71.9484411, '12586_v71.9484411'), ('TEST_416829 ', 104.9397563, '416829_v104.9397563')]"
TEST_490443,593.9668052,490443_v593.9668052,726,725.8490455,0.8321301937103271,目標值: 726,結果加總: 725.8490455,所用時間: 0.83 秒,"[('TEST_490443', 593.9668052, '490443_v593.9668052'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_116267 ', 93.9622995, '116267_v93.9622995')]"
TEST_191182,1010.9258124,191182_v1010.9258124,1761,1760.7430788000001,0.6138052940368652,目標值: 1761,結果加總: 1760.7430788000001,所用時間: 0.61 秒,"[('TEST_191182', 1010.9258124, '191182_v1010.9258124'), ('TEST_369148', 411.9116989, '369148_v411.9116989'), ('TEST_209433 ', 42.9844842, '209433_v42.9844842'), ('TEST_283471', 294.9210833, '283471_v294.9210833')]"
TEST_287372,635.9842219,287372_v635.9842219,1680,1679.8202105999999,1.7483136653900146,目標值: 1680,結果加總: 1679.8202105999999,所用時間: 1.75 秒,"[('TEST_287372', 635.9842219, '287372_v635.9842219'), ('TEST_35379', 662.9973524, '35379_v662.9973524'), ('TEST_25242  ', 85.917553, '25242_v85.917553'), ('TEST_283471', 294.9210833, '283471_v294.9210833')]"
TEST_129527,1514.9092045,129527_v1514.9092045,1649,1648.8162577,1.8074569702148438,目標值: 1649,結果加總: 1648.8162577,所用時間: 1.81 秒,"[('TEST_129527', 1514.9092045, '129527_v1514.9092045'), ('TEST_314267 ', 72.9370875, '314267_v72.9370875'), ('TEST_463565 ', 16.9729581, '463565_v16.9729581'), ('TEST_147931 ', 43.9970076, '147931_v43.9970076')]"
TEST_373600,917.925437,373600_v917.925437,1458,1457.7372158,3.08369779586792,目標值: 1458,結果加總: 1457.7372158,所用時間: 3.08 秒,"[('TEST_373600', 917.925437, '373600_v917.925437'), ('TEST_305686', 292.9128234, '305686_v292.9128234'), ('TEST_222792 ', 60.9977355, '222792_v60.9977355'), ('TEST_468867 ', 185.9012199, '468867_v185.9012199')]"
TEST_209023,799.9452852,209023_v799.9452852,866,865.7577407,4.218726396560669,目標值: 866,結果加總: 865.7577407,所用時間: 4.22 秒,"[('TEST_209023', 799.9452852, '209023_v799.9452852'), ('TEST_42979  ', 34.9215613, '42979_v34.9215613'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_194920,1555.9310225,194920_v1555.9310225,1792,1791.7945851,2.658444881439209,目標值: 1792,結果加總: 1791.7945851,所用時間: 2.66 秒,"[('TEST_194920', 1555.9310225, '194920_v1555.9310225'), ('TEST_97506  ', 180.9710942, '97506_v180.9710942'), ('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191')]"
TEST_109770 ,193.9514177,109770_v193.9514177,307,306.75819640000003,0.7649848461151123,目標值: 307,結果加總: 306.75819640000003,所用時間: 0.76 秒,"[('TEST_109770 ', 193.9514177, '109770_v193.9514177'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271'), ('TEST_363771 ', 46.9010153, '363771_v46.9010153')]"
TEST_73307,417.9941534,73307_v417.9941534,1345,1344.944814,1.8157637119293213,目標值: 1345,結果加總: 1344.944814,所用時間: 1.82 秒,"[('TEST_73307', 417.9941534, '73307_v417.9941534'), ('TEST_282944', 649.9783024, '282944_v649.9783024'), ('TEST_462676', 207.9867505, '462676_v207.9867505'), ('TEST_336136 ', 68.9856077, '336136_v68.9856077')]"
